Fleet size
6
No of nodes
20
Time periods
48
Service connections and holding arcs
230
Connection	Origin	Destination		Service duration
1	1	10	9
2	1	20	4
3	1	7	8
4	1	19	5
5	1	5	8
6	1	11	1
7	1	16	3
8	1	17	3
9	1	8	6
10	1	9	2
11	1	4	9
12	1	13	8
13	1	15	7
14	2	17	7
15	2	18	3
16	2	16	8
17	2	15	2
18	2	8	7
19	2	7	6
20	2	5	9
21	2	1	9
22	2	13	3
23	2	9	3
24	2	10	7
25	2	6	6
26	2	3	1
27	2	19	7
28	2	20	1
29	2	12	3
30	3	11	9
31	3	16	3
32	3	17	2
33	3	18	8
34	3	14	1
35	3	4	6
36	3	1	9
37	3	13	6
38	3	10	7
39	4	18	9
40	4	7	7
41	4	14	9
42	4	19	6
43	4	10	6
44	4	8	5
45	5	3	1
46	5	14	6
47	5	8	4
48	5	6	6
49	5	18	2
50	5	10	2
51	5	15	3
52	5	16	9
53	5	11	2
54	5	7	3
55	5	20	1
56	6	11	7
57	6	20	9
58	6	12	1
59	6	13	6
60	6	10	2
61	6	8	1
62	6	2	3
63	6	16	1
64	6	19	9
65	6	18	7
66	6	15	2
67	6	14	6
68	7	20	3
69	7	5	1
70	7	2	8
71	7	1	6
72	7	3	9
73	7	11	7
74	7	6	8
75	7	4	8
76	7	9	1
77	7	13	6
78	8	1	6
79	8	17	5
80	8	4	6
81	8	10	6
82	8	2	5
83	8	7	6
84	8	15	1
85	8	6	3
86	8	12	7
87	9	14	6
88	9	20	7
89	9	10	7
90	9	17	8
91	9	5	6
92	9	15	1
93	9	11	6
94	9	1	1
95	9	8	2
96	9	7	4
97	9	19	3
98	9	6	5
99	10	3	5
100	10	5	4
101	10	13	5
102	10	20	8
103	10	9	7
104	10	12	9
105	10	14	1
106	10	4	4
107	10	6	6
108	11	8	1
109	11	4	5
110	11	7	7
111	11	13	3
112	11	20	6
113	11	19	6
114	11	3	9
115	11	16	2
116	11	12	4
117	11	9	9
118	11	2	3
119	12	9	5
120	12	20	2
121	12	6	6
122	12	13	6
123	12	17	3
124	12	10	9
125	12	11	7
126	12	18	7
127	12	2	5
128	12	15	3
129	12	8	7
130	12	7	2
131	12	4	3
132	13	5	7
133	13	8	9
134	13	9	2
135	13	6	4
136	13	11	9
137	13	3	8
138	13	1	9
139	13	17	4
140	13	16	1
141	13	12	6
142	14	6	1
143	14	9	3
144	14	10	6
145	14	4	9
146	14	5	8
147	14	20	7
148	14	15	4
149	14	8	9
150	14	3	3
151	14	2	2
152	14	19	2
153	14	17	4
154	14	16	3
155	14	7	6
156	15	7	3
157	15	20	8
158	15	5	3
159	15	2	4
160	15	3	7
161	15	12	7
162	15	8	1
163	15	6	3
164	15	13	4
165	15	10	7
166	15	9	5
167	16	2	8
168	16	9	3
169	16	10	1
170	16	7	9
171	16	3	6
172	16	19	6
173	16	12	8
174	16	6	6
175	16	13	7
176	16	8	7
177	17	2	4
178	17	8	1
179	17	7	7
180	17	15	7
181	17	11	1
182	17	10	6
183	17	6	3
184	17	12	8
185	17	3	5
186	17	19	1
187	17	1	7
188	17	16	3
189	17	4	6
190	17	18	9
191	18	2	3
192	18	6	8
193	18	1	2
194	18	5	1
195	18	17	3
196	18	4	3
197	18	8	7
198	18	16	7
199	18	14	6
200	19	4	5
201	19	8	6
202	19	5	3
203	19	3	2
204	19	17	1
205	19	14	3
206	19	6	3
207	19	11	3
208	19	18	3
209	19	2	5
210	19	20	9
211	19	13	3
212	19	10	8
213	19	7	6
214	19	12	8
215	19	9	1
216	20	15	7
217	20	18	9
218	20	9	6
219	20	17	5
220	20	2	7
221	20	13	5
222	20	16	2
223	20	19	4
224	20	5	8
225	20	3	2
226	20	6	5
227	20	12	5
228	20	8	9
229	20	11	5
230	20	7	4
Demand
200
Commodity	Origin node	Destination node	Time available Time due	Volume
1	12	2	13	13	33
2	1	15	11	11	29
3	9	8	40	40	71
4	20	5	39	39	24
5	5	4	44	44	55
6	20	14	42	42	18
7	15	20	38	38	52
8	19	5	30	30	37
9	8	1	26	26	26
10	6	1	34	34	24
11	1	2	13	13	35
12	17	10	22	22	56
13	2	4	12	12	32
14	2	19	34	34	18
15	17	15	5	5	64
16	1	9	47	47	29
17	14	9	48	48	68
18	12	10	2	2	56
19	2	18	45	45	55
20	6	13	27	27	19
21	11	18	41	41	69
22	8	9	33	33	17
23	11	20	30	30	28
24	15	18	5	5	58
25	7	8	45	45	51
26	19	15	15	15	30
27	13	19	7	7	67
28	12	17	30	30	42
29	15	5	34	34	72
30	20	19	4	4	67
31	3	6	20	20	46
32	13	9	40	40	34
33	18	5	41	41	19
34	12	1	8	8	25
35	11	3	33	33	34
36	10	20	8	8	41
37	9	17	19	19	63
38	1	6	28	28	29
39	4	5	34	34	43
40	9	19	16	16	19
41	7	15	32	32	43
42	9	14	17	17	68
43	8	4	3	3	49
44	4	12	11	11	26
45	19	6	9	9	24
46	11	17	48	48	45
47	10	6	12	12	46
48	4	1	18	18	41
49	20	6	3	3	18
50	3	4	13	13	15
51	2	14	15	15	15
52	14	19	35	35	53
53	3	9	26	26	51
54	12	15	12	12	69
55	1	20	34	34	28
56	9	4	33	33	66
57	12	20	14	14	67
58	7	11	19	19	60
59	11	5	39	39	20
60	10	7	8	8	30
61	11	10	40	40	65
62	12	9	32	32	26
63	3	18	8	8	27
64	5	13	40	40	22
65	1	19	28	28	59
66	17	18	38	38	44
67	17	19	15	15	39
68	4	16	2	2	74
69	3	10	44	44	31
70	19	10	33	33	28
71	16	11	21	21	33
72	12	8	20	20	26
73	16	3	20	20	41
74	1	8	33	33	68
75	10	19	17	17	71
76	14	13	4	4	37
77	13	6	34	34	57
78	17	9	12	12	33
79	7	16	39	39	45
80	12	16	32	32	20
81	3	11	29	29	46
82	17	20	35	35	29
83	13	2	48	48	51
84	3	19	48	48	27
85	13	8	17	17	18
86	13	17	5	5	65
87	4	6	18	18	32
88	15	19	10	10	33
89	6	9	43	43	63
90	19	12	22	22	52
91	16	15	1	1	32
92	5	15	26	26	43
93	8	20	38	38	18
94	10	1	5	5	62
95	4	7	45	45	64
96	9	20	47	47	66
97	17	12	24	24	18
98	18	9	21	21	43
99	16	4	7	7	46
100	11	16	12	12	53
101	6	16	38	38	33
102	19	2	25	25	39
103	17	13	22	22	30
104	8	15	47	47	64
105	14	6	6	6	68
106	16	1	7	7	59
