Fleet size
6
No of nodes
20
Time periods
72
Service connections and holding arcs
294
Connection	Origin	Destination		Service duration
1	1	12	1
2	1	10	7
3	1	14	4
4	1	3	4
5	1	2	1
6	1	11	2
7	1	8	3
8	1	17	9
9	1	20	2
10	1	5	9
11	1	7	6
12	2	1	7
13	2	7	9
14	2	8	7
15	2	12	8
16	2	17	7
17	2	19	2
18	2	18	2
19	2	4	8
20	2	5	2
21	2	15	9
22	2	6	4
23	2	11	4
24	2	9	6
25	2	20	1
26	2	3	4
27	3	17	7
28	3	1	8
29	3	5	9
30	3	10	8
31	3	4	2
32	3	9	2
33	3	18	9
34	3	20	9
35	3	15	6
36	3	6	9
37	3	12	1
38	3	11	9
39	3	8	2
40	3	19	8
41	3	13	7
42	3	2	6
43	3	7	2
44	4	6	7
45	4	15	6
46	4	20	7
47	4	9	2
48	4	10	6
49	4	13	2
50	4	14	5
51	4	7	2
52	4	18	3
53	4	19	2
54	4	11	2
55	4	1	3
56	4	16	3
57	4	17	4
58	4	5	3
59	5	19	9
60	5	10	9
61	5	14	5
62	5	4	2
63	5	1	3
64	5	18	4
65	5	11	1
66	5	12	3
67	5	13	7
68	5	16	4
69	5	2	5
70	5	20	9
71	5	3	9
72	5	6	5
73	5	17	1
74	5	7	3
75	6	20	7
76	6	3	7
77	6	19	1
78	6	9	9
79	6	12	9
80	6	7	1
81	6	15	6
82	6	4	9
83	6	13	4
84	6	11	4
85	6	8	2
86	6	2	3
87	6	5	9
88	6	18	7
89	6	1	6
90	6	10	5
91	7	3	7
92	7	10	2
93	7	11	4
94	7	12	5
95	7	18	2
96	7	2	8
97	7	5	4
98	7	4	7
99	7	14	4
100	7	8	5
101	7	13	7
102	7	6	8
103	7	17	3
104	7	19	5
105	8	15	3
106	8	6	3
107	8	11	3
108	8	14	3
109	8	5	1
110	8	9	1
111	8	19	1
112	8	20	2
113	8	18	3
114	8	3	8
115	8	13	7
116	8	2	3
117	8	16	3
118	8	4	4
119	8	12	1
120	9	20	1
121	9	19	2
122	9	7	3
123	9	18	2
124	9	2	6
125	9	16	3
126	9	12	7
127	9	1	1
128	9	5	8
129	9	8	8
130	9	13	4
131	9	17	1
132	9	4	4
133	9	14	8
134	9	3	6
135	9	6	4
136	9	15	3
137	9	11	9
138	9	10	9
139	10	20	8
140	10	5	1
141	10	9	2
142	10	7	7
143	10	4	2
144	10	14	5
145	10	1	5
146	10	19	7
147	10	11	1
148	10	18	8
149	10	17	9
150	10	3	3
151	10	2	9
152	10	15	2
153	10	12	2
154	10	13	8
155	10	16	8
156	11	9	5
157	11	18	1
158	11	6	5
159	11	10	3
160	11	2	8
161	11	3	7
162	11	4	7
163	11	7	1
164	11	16	2
165	11	8	3
166	11	19	1
167	12	18	3
168	12	2	4
169	12	20	3
170	12	7	3
171	12	13	9
172	12	1	1
173	12	5	4
174	12	9	4
175	12	14	8
176	12	11	5
177	12	17	9
178	12	6	6
179	12	4	6
180	12	15	1
181	12	16	2
182	13	11	1
183	13	5	5
184	13	9	2
185	13	15	6
186	13	16	9
187	13	19	5
188	13	14	4
189	13	1	7
190	13	4	3
191	13	20	5
192	13	8	1
193	13	7	3
194	13	18	9
195	13	12	4
196	13	10	4
197	13	6	8
198	13	3	8
199	13	17	9
200	13	2	5
