Fleet size
6
No of nodes
30
Time periods
48
Service connections and holding arcs
516
Connection	Origin	Destination		Service duration
1	1	10	8
2	1	28	4
3	1	18	4
4	1	23	5
5	1	20	5
6	1	8	8
7	1	22	1
8	1	9	1
9	1	29	3
10	1	17	3
11	1	13	1
12	1	12	3
13	1	21	9
14	1	6	2
15	1	19	6
16	1	25	4
17	1	26	8
18	1	16	7
19	1	5	2
20	1	24	4
21	1	15	4
22	1	14	4
23	1	30	3
24	1	7	7
25	1	2	1
26	2	10	1
27	2	11	2
28	2	26	7
29	2	7	1
30	2	17	3
31	2	9	5
32	2	22	3
33	2	15	1
34	2	6	8
35	2	5	7
36	2	3	4
37	2	1	8
38	2	12	9
39	2	29	2
40	2	4	5
41	2	20	4
42	3	28	7
43	3	17	9
44	3	22	9
45	3	30	9
46	3	6	6
47	3	23	7
48	3	26	4
49	3	18	6
50	3	19	4
51	3	2	8
52	3	12	3
53	3	14	9
54	3	13	2
55	3	4	7
56	3	20	3
57	3	24	8
58	4	20	4
59	4	14	9
60	4	13	3
61	4	29	5
62	4	19	9
63	4	9	5
64	4	25	7
65	4	2	4
66	4	15	2
67	4	6	4
68	4	3	2
69	4	30	4
70	4	12	5
71	4	26	7
72	4	18	3
73	4	5	9
74	4	16	6
75	4	11	7
76	4	1	4
77	5	11	6
78	5	20	7
79	5	24	8
80	5	29	6
81	5	16	2
82	5	19	3
83	5	30	2
84	5	21	5
85	5	25	6
86	5	9	2
87	5	6	4
88	5	15	9
89	5	28	9
90	5	2	7
91	5	23	2
92	5	4	4
93	5	10	7
94	5	14	4
95	5	22	1
96	5	1	1
97	5	17	9
98	6	11	4
99	6	7	1
100	6	17	2
101	6	1	5
102	6	30	1
103	6	4	5
104	6	5	2
105	6	29	9
106	6	8	1
107	6	2	2
108	6	26	3
109	6	20	3
110	6	19	9
111	6	28	9
112	6	12	6
113	6	24	4
114	6	13	2
115	6	9	5
116	6	22	8
117	6	15	6
118	6	3	3
119	6	16	3
120	6	14	8
121	6	18	4
122	6	27	7
123	6	25	8
124	7	22	3
125	7	13	2
126	7	14	8
127	7	29	4
128	7	30	3
129	7	17	5
130	7	9	3
131	7	27	9
132	7	16	9
133	7	4	1
134	7	20	7
135	7	18	2
136	7	10	9
137	7	8	7
138	7	5	1
139	7	2	3
140	7	23	6
141	7	25	5
142	7	1	5
143	7	24	8
144	7	3	9
145	8	4	2
146	8	18	5
147	8	6	8
148	8	1	6
149	8	19	2
150	8	5	6
151	8	14	4
152	8	15	8
153	8	20	8
154	8	13	6
155	8	7	2
156	8	17	2
157	9	15	1
158	9	8	1
159	9	14	8
160	9	26	3
161	9	5	6
162	9	28	7
163	9	17	8
164	9	19	3
165	9	10	2
166	9	4	5
167	9	27	6
168	9	23	3
169	9	30	4
170	9	25	6
171	9	13	8
172	9	7	3
173	9	1	9
174	10	21	8
175	10	11	5
176	10	17	3
177	10	18	7
178	10	23	1
179	10	1	1
180	10	24	7
181	10	22	5
182	10	7	2
183	10	14	1
184	10	8	7
185	10	3	7
186	10	19	2
187	10	9	5
188	10	15	3
189	10	30	7
190	10	12	1
191	10	20	4
192	10	2	6
193	10	6	5
194	10	4	9
195	11	29	9
196	11	10	8
197	11	1	4
198	11	6	8
199	11	30	7
200	11	27	4
201	11	19	6
202	11	5	8
203	11	15	9
204	11	24	6
205	12	8	1
206	12	18	5
207	12	27	3
208	12	17	6
209	12	7	2
210	12	24	5
211	12	15	3
212	12	14	6
213	12	3	6
214	12	30	8
215	12	21	4
216	12	1	4
217	12	28	6
218	12	5	5
219	13	18	6
220	13	15	3
221	13	1	4
222	13	24	4
223	13	3	5
224	13	30	5
225	13	11	4
226	13	14	4
227	13	5	9
228	13	4	2
229	13	10	8
230	13	12	9
231	13	26	8
232	13	20	4
233	13	8	3
234	14	21	2
235	14	11	3
236	14	30	1
237	14	22	2
238	14	29	2
239	14	1	9
240	14	3	9
241	14	27	1
242	14	7	9
243	14	13	4
244	14	20	4
245	14	2	2
246	14	16	2
247	14	8	8
248	14	6	3
249	14	24	7
250	14	25	5
251	14	15	1
252	14	23	5
253	15	24	6
254	15	16	9
255	15	3	1
256	15	1	9
257	15	21	5
258	15	29	3
259	15	7	2
260	15	27	9
261	15	9	6
262	15	8	3
263	15	17	7
264	15	22	6
265	15	26	6
266	15	14	4
267	15	18	9
268	15	28	7
269	15	13	8
270	15	25	9
271	15	30	3
272	15	10	9
273	15	20	2
274	15	19	9
275	15	6	1
276	15	5	1
277	15	2	3
278	15	23	1
279	15	4	5
280	16	18	4
281	16	22	5
282	16	14	1
283	16	3	1
284	16	27	9
285	16	30	5
286	16	4	9
287	16	19	7
288	16	9	6
289	16	13	5
290	16	23	9
291	16	25	1
292	16	21	5
293	16	12	2
294	16	8	8
295	16	7	7
296	17	13	7
297	17	23	3
298	17	25	6
299	17	5	9
300	17	26	9
301	17	30	2
302	17	7	2
303	17	16	5
304	17	2	9
305	17	19	5
306	17	4	9
307	17	29	1
308	17	10	2
309	17	18	4
310	17	6	8
311	17	22	4
312	17	21	6
313	17	8	9
314	18	26	3
315	18	22	8
316	18	21	9
317	18	5	7
318	18	7	7
319	18	14	8
320	18	1	6
321	18	30	1
322	18	4	2
323	18	19	1
324	18	3	4
325	18	12	8
326	18	25	4
327	19	16	1
328	19	20	1
329	19	25	5
330	19	30	2
331	19	22	7
332	19	18	2
333	19	6	7
334	19	10	7
335	19	27	8
336	19	9	9
337	19	8	5
338	19	1	4
339	19	26	9
340	19	14	3
341	19	21	5
342	19	4	2
343	19	11	4
344	19	12	6
345	19	5	9
346	20	30	5
347	20	21	4
348	20	2	4
349	20	26	3
350	20	16	3
351	20	13	2
352	20	18	1
353	20	15	1
354	20	28	3
355	20	17	4
356	20	27	6
357	20	22	8
358	20	1	8
359	21	4	3
360	21	7	1
361	21	13	8
362	21	18	5
363	21	26	7
364	21	8	8
365	21	14	5
366	21	24	8
367	21	25	1
368	21	9	4
369	21	23	7
370	21	6	1
371	21	2	9
372	21	17	3
373	22	29	6
374	22	19	6
375	22	3	7
376	22	7	4
377	22	23	4
378	22	15	9
379	22	26	1
380	22	18	4
381	22	20	4
382	22	6	9
383	22	28	4
384	22	1	4
385	22	8	3
386	22	17	4
387	22	12	6
388	22	30	6
389	23	22	8
390	23	17	3
391	23	19	7
392	23	9	4
393	23	26	6
394	23	30	3
395	23	4	5
396	23	13	9
397	23	10	2
398	23	21	1
399	24	27	8
400	24	29	8
401	24	5	6
402	24	25	1
403	24	4	7
404	24	10	3
405	24	7	5
406	24	21	2
407	24	14	5
408	24	18	4
409	24	6	5
410	24	9	2
411	24	1	7
412	24	13	3
413	24	12	2
414	24	17	5
415	25	27	5
416	25	7	6
417	25	8	3
418	25	4	8
419	25	3	1
420	25	16	4
421	25	28	4
422	25	17	3
423	25	24	8
424	25	30	7
425	25	19	5
426	25	21	4
427	26	2	2
428	26	1	4
429	26	7	3
430	26	4	8
431	26	24	1
432	26	6	9
433	26	11	4
434	26	28	9
435	26	14	7
436	26	10	2
437	26	29	3
438	26	30	5
439	26	3	3
440	26	23	3
441	26	8	5
442	27	30	5
443	27	10	2
444	27	5	1
445	27	20	7
446	27	21	3
447	27	25	7
448	27	14	6
449	27	2	5
450	27	23	3
451	27	15	6
452	27	12	7
453	27	8	8
454	27	4	8
455	27	24	7
456	27	19	7
457	27	18	5
458	27	28	2
459	27	9	3
460	27	7	7
461	27	29	5
462	27	11	6
463	27	22	1
464	27	17	7
465	27	6	5
466	27	3	4
467	27	16	1
468	27	26	6
469	27	1	5
470	28	11	4
471	28	7	1
472	28	4	9
473	28	18	9
474	28	26	6
475	28	2	9
476	28	23	5
477	28	24	7
478	28	14	9
479	28	13	8
480	28	29	1
481	28	10	9
482	28	16	4
483	28	1	9
484	28	15	6
485	28	3	7
486	28	25	4
487	29	17	2
488	29	2	3
489	29	14	3
490	29	13	9
491	29	24	6
492	29	10	9
493	29	12	7
494	29	3	7
495	29	16	1
496	29	26	3
497	29	5	3
498	29	6	2
499	29	27	5
500	29	18	2
501	29	25	3
502	29	15	9
503	29	19	6
504	30	4	4
505	30	5	1
506	30	12	7
507	30	20	3
508	30	18	6
509	30	10	7
510	30	26	4
511	30	22	8
512	30	16	7
513	30	15	6
514	30	7	7
515	30	13	5
516	30	1	9
Demand
400
Commodity	Origin node	Destination node	Time available Time due	Volume
1	9	5	20	20	67
2	23	12	28	28	70
3	28	29	22	22	20
4	18	17	23	23	65
5	21	1	17	17	36
6	18	12	46	46	66
7	18	28	34	34	56
8	14	11	13	13	24
9	24	1	27	27	15
10	8	4	1	1	31
11	15	21	31	31	44
12	28	15	38	38	29
13	11	13	48	48	38
14	13	28	47	47	65
15	26	18	8	8	32
16	8	5	39	39	16
17	2	3	11	11	49
18	9	24	32	32	67
19	8	29	25	25	56
20	25	12	33	33	35
21	2	21	6	6	46
22	9	16	39	39	28
23	12	22	47	47	31
24	16	3	12	12	26
25	3	8	34	34	24
26	17	10	7	7	40
27	9	26	42	42	37
28	30	29	28	28	28
29	24	16	16	16	64
30	26	3	45	45	72
31	9	11	19	19	58
32	7	13	47	47	45
33	25	21	27	27	63
34	9	4	24	24	36
35	30	3	9	9	37
36	6	20	45	45	26
37	6	13	21	21	58
38	23	20	41	41	53
39	4	18	37	37	23
40	11	30	14	14	66
41	14	17	11	11	74
42	14	12	9	9	37
43	1	9	46	46	44
44	23	30	28	28	28
45	10	23	34	34	43
46	2	29	9	9	72
47	3	11	27	27	71
48	20	29	42	42	23
49	3	14	38	38	38
50	1	8	15	15	23
51	4	25	3	3	20
52	10	4	8	8	55
53	12	19	36	36	52
54	6	12	31	31	68
55	3	16	29	29	72
56	13	23	48	48	68
57	3	27	6	6	26
58	20	14	34	34	53
59	12	25	7	7	72
60	26	6	33	33	34
61	13	12	36	36	46
62	18	26	33	33	16
63	1	4	3	3	17
64	14	7	11	11	62
65	11	1	4	4	57
66	9	12	36	36	52
67	19	8	39	39	58
68	17	2	12	12	53
69	11	14	21	21	26
70	14	8	20	20	29
71	4	19	15	15	66
72	5	26	17	17	33
73	23	6	30	30	53
74	17	22	28	28	28
75	30	17	38	38	47
76	26	30	24	24	34
77	13	22	31	31	44
78	11	29	48	48	39
79	25	3	42	42	31
80	16	6	32	32	21
81	8	21	23	23	59
82	29	2	19	19	71
83	17	12	4	4	34
84	21	3	21	21	28
85	18	22	19	19	56
86	23	7	45	45	23
87	11	10	10	10	56
88	18	3	10	10	50
89	20	2	11	11	20
90	26	24	14	14	74
91	26	28	13	13	51
92	27	26	23	23	65
93	28	11	32	32	63
94	22	12	37	37	17
95	13	1	30	30	47
96	15	11	6	6	21
97	28	20	27	27	33
98	28	13	42	42	73
99	8	9	44	44	20
100	30	10	6	6	26
101	21	4	9	9	49
102	26	23	44	44	29
103	11	9	17	17	72
104	28	23	10	10	52
105	10	20	17	17	65
106	26	19	6	6	37
107	19	10	1	1	64
108	26	29	36	36	49
109	8	17	5	5	24
110	17	15	15	15	27
111	18	9	3	3	48
112	18	27	24	24	43
113	22	23	33	33	32
114	10	9	33	33	16
115	17	30	31	31	71
116	8	11	8	8	33
117	4	20	6	6	18
118	16	22	47	47	72
119	16	2	39	39	63
120	25	14	2	2	34
