Fleet size
6
No of nodes
100
Time periods
72
Service connections and holding arcs
400
Connection	Origin	Destination		Service duration
1	1	2	20
2	1	10	16
3	1	91	15
4	1	62	2
5	1	90	16
6	2	3	20
7	2	4	1
8	2	45	3
9	2	34	7
10	2	41	16
11	3	4	20
12	3	30	3
13	4	5	20
14	4	29	14
15	5	6	20
16	5	54	12
17	5	37	5
18	5	30	4
19	5	66	15
20	6	7	20
21	6	38	18
22	6	31	9
23	6	78	3
24	6	82	6
25	7	8	20
26	7	75	11
27	7	14	16
28	8	9	20
29	8	24	6
30	8	88	6
31	9	10	20
32	9	76	3
33	10	11	20
34	10	71	12
35	10	1	2
36	11	12	20
37	11	73	11
38	11	47	3
39	11	17	9
40	11	68	18
41	11	87	19
42	12	13	20
43	12	2	7
44	12	24	15
45	12	30	10
46	13	14	20
47	13	16	10
48	14	15	20
49	14	66	3
50	14	1	7
51	14	13	13
52	14	6	11
53	15	16	20
54	15	86	15
55	15	98	12
56	15	7	18
57	16	17	20
58	16	65	18
59	16	37	11
60	16	9	12
61	17	18	20
62	17	96	4
63	17	54	9
64	17	28	16
65	17	84	10
66	17	86	5
67	17	5	11
68	18	19	20
69	18	40	8
70	18	11	18
71	18	65	9
72	19	20	20
73	19	63	3
74	19	47	2
75	19	15	13
76	20	21	20
77	20	92	8
78	20	14	7
79	20	56	7
80	21	22	20
81	21	92	4
82	21	15	18
83	21	97	15
84	22	23	20
85	22	53	19
86	22	82	17
87	22	2	18
88	22	27	15
89	23	24	20
90	23	31	15
91	24	25	20
92	24	1	9
93	24	98	13
94	24	16	16
95	24	75	9
96	24	67	10
97	24	97	19
98	25	26	20
99	25	45	1
100	25	76	2
101	25	53	6
102	26	27	20
103	26	28	19
104	26	79	10
105	26	56	11
106	26	19	2
107	26	25	15
108	27	28	20
109	27	90	15
110	27	13	5
111	27	31	16
112	27	62	2
113	28	29	20
114	28	50	18
115	28	31	8
116	28	68	5
117	29	30	20
118	29	69	8
119	29	19	15
120	29	28	11
121	30	31	20
122	30	14	3
123	30	80	10
124	30	19	13
125	31	32	20
126	31	72	5
127	31	38	9
128	31	14	8
129	31	76	5
130	31	55	16
131	32	33	20
132	32	45	9
133	32	39	4
134	33	34	20
135	33	56	19
136	33	29	10
137	33	77	19
138	33	10	10
139	34	35	20
140	34	50	4
141	34	83	12
142	34	80	10
143	34	10	10
144	35	36	20
145	35	46	10
146	35	91	19
147	35	26	9
148	36	37	20
149	36	83	12
150	37	38	20
151	37	22	8
152	37	59	11
153	37	66	8
154	37	86	14
155	37	61	16
156	38	39	20
157	38	81	10
158	38	64	19
159	38	33	9
160	38	13	11
161	38	73	9
162	38	6	7
163	39	40	20
164	39	35	19
165	40	41	20
166	40	58	17
167	41	42	20
168	41	49	7
169	41	10	4
170	41	79	8
171	41	44	12
172	41	72	17
173	42	43	20
174	42	16	5
175	42	67	18
176	42	98	10
177	42	1	12
178	42	28	15
179	43	44	20
180	43	10	13
181	43	76	3
182	43	83	7
183	43	13	2
184	44	45	20
185	44	97	17
186	44	10	3
187	45	46	20
188	45	30	9
189	45	5	3
